2,99.95,0.5,730381.2425,32689.54803
3,99.98,1,991969.552,43231.80835
4,99.99,2,1694169.872,52309.70793
5,69.93,1.333333333,157279.4489,17919.95351
6,69.97,2.666666667,315477.1151,24755.59614
7,69.97,4,350475.868,24132.96537
8,90,2,636562.2286,33303.90159
9,90,3,819255.973,36956.9935
10,99.99,3,1564260.944,47658.87702
11,119.97,1,1476580.297,44754.53143
12,119.99,2,2524956.684,62240.48226
13,119.99,3,3229258.353,75873.33272
14,139.98,1,2701094.181,73793.5373
15,139.99,2,4226336.68,91972.29513
16,139.99,3,4746448.666,96002.40001
17,159.89,1,3521459.111,80177.61199
18,159.99,2,4930695.069,95831.49604
19,159.99,3,5206959.663,107510.4343
20,179.97,1,3352792.422,81155.04075
21,179.98,2,4673000.739,93880.72053
22,179.96,3,4463598.199,103270.912
23,199.97,1,2688002.411,59872.03342
24,199.99,2,3585876.073,81622.03162
25,199.99,3,3068842.062,78105.46256
26,249.93,0.5,2545643.931,66433.06311
27,249.97,1,2800414.219,74167.83805
28,219.97,1,599134.3671,30693.85255
29,189.98,2,309627.775,22020.05348
30,169.99,3,136203.71,19602.60858
31,199.97,1,176881.0016,21734.32562
32,239.96,1,812161.5257,40539.68391
33,299.92,0.5,2521354.128,68298.0334
34,299.96,1,1809846.982,55653.15438
35,324.92,0.5,948646.8552,36937.10947
36,324.96,1,704577.3617,35689.76228
37,349.9,0.5,354072.5937,28614.17069
38,349.95,1,288587.0446,27093.07745
39,324.96,1,60724.95599,16272.24458
40,299.96,1,13863.56635,12335.74353
41,274.98,1.5,1847.832773,12970.37675
42,249.98,1.5,94.49142757,11187.6855
43,249.98,2,14958.35466,13007.3206
44,199.96,3,5546.07063,12462.24444
45,269.91,2,27365.40846,13495.13309
46,284.97,1.5,16974.00503,10998.72538
47,299.96,1,0,11495.86945
48,329.95,1,30860.37208,12770.27531
49,359.95,1,37552.03469,13936.96268
50,379.95,1,39606.6337,15441.93655
51,399.9,0.5,21936.27523,13882.08792
52,399.95,1,18212.82603,13633.44234
53,424.89,0.5,28435.14794,12749.67311
54,424.94,1,17901.80275,11613.20386