2,100.00,1,241.67,4.50
3,99.98,2,386.13,5.91
4,70.02,1.33,26.22,1.55
5,70.02,2.67,55.33,2.30
6,70.02,4,73.04,2.72
7,90.02,2,140.81,4.10
8,90,3,191.44,4.58
9,100.02,3,348.02,5.76
11,120,1,385.00,5.77
12,120.02,2,590.52,8.34
13,120.02,3,652.91,7.47
14,139.98,1,554.98,7.16
15,140.02,2,764.49,7.43
16,139.99,3,758.15,8.95
17,159.98,1,535.99,8.75
18,160.02,2,790.64,7.49
19,160.02,3,751.43,11.35
20,180.02,1,619.38,7.28
21,180.02,2,900.27,11.36
23,180.02,3,922.21,10.80
24,199.96,1,721.52,8.08
25,200.02,2,908.53,9.66
26,200.02,3,840.62,8.86
27,250.03,0.5,763.88,8.77
28,250.01,1,678.90,9.75
29,299.85,0.5,626.62,9.35
30,299.92,1,380.00,6.44
31,325.01,0.5,233.11,4.16
32,325.01,1,231.35,5.01
34,350.01,0.5,131.95,2.74
35,349.91,1,121.14,3.35
36,335,1,28.37,1.82
37,309.92,1,9.53,1.13
38,290.01,1.5,5.76,0.93
39,250.01,1.5,1.05,0.68
40,250.01,2,1.39,0.70
41,215.02,3,0.06,0.61
42,265.01,2,2.04,0.73
43,285.01,1.5,4.33,0.91
44,300,1,3.48,0.82
45,330.01,1,9.50,1.18
47,360,1,14.31,1.25
48,380,1,11.26,1.21
49,399.76,0.5,1.94,0.72
50,399.99,1,0.88,0.66